指令,模型名称,提示词方法,解析成功率,解析正确率,响应时间(s),解析结果,错误信息,错误类型,复杂度分级,意图标签,意图识别准确率,参数抽取准确率,合法JSON率,参数匹配F1,失败兜底成功率,area_正确率,drone_num_正确率,path_正确率,has_obstacle_正确率,obstacle_position_正确率,height_正确率
"C03,K01,A03地块分别巡检和施肥，3台/块，总9台，高度6米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4593,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4812,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.6091,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5043,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4898,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F09地块病虫害检测，6台无人机，grid路径，高度8米，有障碍物！！！（紧急）,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4254,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5172,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4885,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3944,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4537,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检B01地块，2台无人机，有障碍但坐标未知，大概高度8米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4412,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3326,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5719,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5271,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.6227,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥D09,K06,Q07,C05地块 12台无人机 高度11 米左右  障碍位置大概在(100,100)附近",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5328,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5122,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4491,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5064,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3828,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"R05,J04地块分别巡检和施肥，3台/块，总6台，高度10米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4046,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F04地块病虫害检测，6台无人机，round路径，高度7米，无障碍物,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3445,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F04地块病虫害检测，6台无人机，round路径，高度7米，无障碍物,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4711,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F04地块病虫害检测，6台无人机，round路径，高度7米，无障碍物,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3931,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F04地块病虫害检测，6台无人机，round路径，高度7米，无障碍物,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5376,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
F04地块病虫害检测，6台无人机，round路径，高度7米，无障碍物,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5736,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检T08,D07,P02地块，每块2台无人机，总数量6台，高度25米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.414,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检T08,D07,P02地块，每块2台无人机，总数量6台，高度25米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5888,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检T08,D07,P02地块，每块2台无人机，总数量6台，高度25米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4442,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检T08,D07,P02地块，每块2台无人机，总数量6台，高度25米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4197,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检T08,D07,P02地块，每块2台无人机，总数量6台，高度25米！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.6455,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检A03地块，1台无人机，坐标(150,70)有电线杆，大概高度9米！！！",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5377,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检A03地块，1台无人机，坐标(150,70)有电线杆，大概高度9米！！！",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5972,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检A03地块，1台无人机，坐标(150,70)有电线杆，大概高度9米！！！",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5498,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检A03地块，1台无人机，坐标(150,70)有电线杆，大概高度9米！！！",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4169,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检A03地块，1台无人机，坐标(150,70)有电线杆，大概高度9米！！！",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.2708,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药T09地块，8台无人机，高度8米，坐标(180,120)有电线杆！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5098,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药T09地块，8台无人机，高度8米，坐标(180,120)有电线杆！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4811,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药T09地块，8台无人机，高度8米，坐标(180,120)有电线杆！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4502,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药T09地块，8台无人机，高度8米，坐标(180,120)有电线杆！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5262,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药T09地块，8台无人机，高度8米，坐标(180,120)有电线杆！！！（紧急）",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4214,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药K02地块，8 台无人机，高度30米，(37,16)处有大树",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5618,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药K02地块，8 台无人机，高度30米，(37,16)处有大树",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.6142,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药K02地块，8 台无人机，高度30米，(37,16)处有大树",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3614,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药K02地块，8 台无人机，高度30米，(37,16)处有大树",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4738,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急喷药K02地块，8 台无人机，高度30米，(37,16)处有大树",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3717,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥O00,S02,I03,J07地块，12台无人机，高度9米，坐标(180,120)有电线杆",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.426,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥O00,S02,I03,J07地块，12台无人机，高度9米，坐标(180,120)有电线杆",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5204,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥O00,S02,I03,J07地块，12台无人机，高度9米，坐标(180,120)有电线杆",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3998,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥O00,S02,I03,J07地块，12台无人机，高度9米，坐标(180,120)有电线杆",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5353,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥O00,S02,I03,J07地块，12台无人机，高度9米，坐标(180,120)有电线杆",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3769,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄F05地块病虫害，6 台无人机，高度11米，多个障碍，坐标暂不指定,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4784,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄F05地块病虫害，6 台无人机，高度11米，多个障碍，坐标暂不指定,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5442,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄F05地块病虫害，6 台无人机，高度11米，多个障碍，坐标暂不指定,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4179,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄F05地块病虫害，6 台无人机，高度11米，多个障碍，坐标暂不指定,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5267,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄F05地块病虫害，6 台无人机，高度11米，多个障碍，坐标暂不指定,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4265,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检R05地块，2台无人机，有障碍但坐标未知，高度6米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4587,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检R05地块，2台无人机，有障碍但坐标未知，高度6米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4073,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检R05地块，2台无人机，有障碍但坐标未知，高度6米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5314,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检R05地块，2台无人机，有障碍但坐标未知，高度6米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5401,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
紧急巡检R05地块，2台无人机，有障碍但坐标未知，高度6米！！！,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5964,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块施肥作业，7台无人机，网格状(grid)路径，高度5米，有树木障碍,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3435,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块施肥作业，7台无人机，网格状(grid)路径，高度5米，有树木障碍,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5698,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块施肥作业，7台无人机，网格状(grid)路径，高度5米，有树木障碍,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4192,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块施肥作业，7台无人机，网格状(grid)路径，高度5米，有树木障碍,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4524,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块施肥作业，7台无人机，网格状(grid)路径，高度5米，有树木障碍,deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4083,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检M03,F07,C07,I09地块，每块2台无人机，总数量8台，高度6米",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4727,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检M03,F07,C07,I09地块，每块2台无人机，总数量8台，高度6米",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.5197,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检M03,F07,C07,I09地块，每块2台无人机，总数量8台，高度6米",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4067,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检M03,F07,C07,I09地块，每块2台无人机，总数量8台，高度6米",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.3499,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检M03,F07,C07,I09地块，每块2台无人机，总数量8台，高度6米",deepseek-v3-2-251201,结构化提示词+合法性校验,False,False,1.4163,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
我要对 A01 地块进行巡检，使用 3 台无人机,deepseek-v3-2-251201,完整四级机制,False,False,1.3582,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
我要对 A01 地块进行巡检，使用 3 台无人机,deepseek-v3-2-251201,完整四级机制,False,False,1.3798,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [deepseek-v3-2] model, and the model service has been paused.",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
